Odds 1,Odds 2,Odds 3,Odds 4,Odds 5,Results
12,7,10,6,12,50
12,12,7,8,5,50
7,10,12,12,8,50
10,12,8,12,12,50
12,12,10,7,5,50
12,6,12,10,3,50
8,12,10,10,10,50
12,10,10,8,5,50
10,10,6,12,8,50
12,8,6,12,10,50
8,12,7,12,6,50
10,12,4,12,5,50
12,7,12,12,7,50
8,12,7,7,12,50
12,10,3,10,7,50
10,10,8,12,4,50
8,8,8,12,10,50
10,12,7,10,7,50
10,6,7,12,10,50
8,10,3,12,12,50
7,12,12,8,5,50
10,12,6,8,7,50
10,6,10,10,12,50
12,12,4,8,6,50
12,10,10,5,4,50
8,10,10,12,3,50
10,12,8,8,3,50
12,10,5,8,10,50
12,5,8,10,10,50
12,10,7,12,12,50
12,12,12,8,4,50
12,7,7,12,12,50
12,7,5,10,8,50
7,12,7,8,10,50
12,8,8,12,3,50
12,7,12,4,10,50
7,12,10,7,10,50
10,12,10,10,10,50
10,12,3,8,8,50
12,12,8,4,12,50
10,10,5,10,12,50
12,12,12,5,3,50
10,5,8,12,12,50
12,10,8,5,12,50
7,10,12,12,12,50
12,12,6,10,3,50
12,7,8,5,12,50
12,8,3,12,8,50
8,12,5,10,8,50
12,6,12,10,7,50
10,12,10,12,3,50
8,12,8,8,10,50
10,10,6,12,12,50
8,12,12,4,10,50
12,10,8,7,5,50
8,12,7,12,10,50
10,12,12,7,5,50
8,10,12,10,4,50
12,4,12,8,12,50
8,10,12,5,10,50
12,8,12,6,6,50
10,10,12,8,5,50
12,6,4,12,10,50
12,6,12,7,6,50
4,12,10,10,12,50
12,8,6,6,12,50
12,12,4,8,10,50
12,10,10,5,8,50
3,12,12,12,12,50
10,8,10,10,5,50
8,10,10,12,7,50
12,7,8,12,4,50
10,12,5,12,8,50
10,12,8,8,7,50
8,12,10,4,10,50
6,12,8,10,12,50
6,12,12,6,12,50
12,10,3,7,10,50
10,12,7,12,4,50
12,12,12,8,8,50
12,7,10,7,6,50
6,10,12,12,6,50
10,12,6,10,4,50
7,12,12,5,8,50
10,8,12,8,8,50
12,7,5,10,12,50
12,8,8,12,7,50
12,5,8,12,7,50
10,7,12,10,6,50
10,12,3,8,12,50
10,12,6,5,8,50
12,12,12,5,7,50
10,6,12,12,4,50
12,7,5,12,5,50
12,8,10,10,10,50
12,10,12,6,7,50
12,7,12,6,7,50
12,8,3,12,12,50
8,12,5,10,12,50
10,12,10,12,7,50
12,5,3,12,12,50
12,12,3,8,6,50
12,12,7,10,6,50
10,12,12,12,3,50
12,12,7,5,12,50
12,8,8,4,10,50
12,10,4,8,10,50
8,10,12,10,8,50
12,12,6,7,6,50
12,8,12,6,10,50
12,12,5,3,8,50
12,4,10,12,6,50
10,12,10,6,5,50
12,10,7,6,12,50
10,12,12,10,10,50
12,10,6,8,6,50
12,10,6,3,12,50
12,6,12,7,10,50
10,10,10,7,5,50
12,12,7,4,4,50
12,8,5,7,12,50
12,10,10,5,12,50
12,8,10,7,7,50
12,7,8,12,8,50
10,12,5,12,12,50
10,10,4,12,5,50
12,6,10,8,7,50
10,12,3,10,8,50
10,12,7,12,8,50
12,7,10,7,10,50
8,8,12,10,8,50
10,10,4,10,12,50
6,10,12,12,10,50
10,12,6,10,8,50
7,10,10,12,5,50
7,12,12,5,12,50
10,8,12,8,12,50
10,12,5,6,10,50
7,10,12,6,12,50
10,12,7,6,6,50
12,12,8,8,5,50
10,7,12,10,10,50
10,12,6,5,12,50
12,10,10,12,4,50
10,6,12,12,8,50
10,10,7,10,7,50
12,12,10,6,8,50
12,12,8,5,4,50
12,10,10,7,8,50
8,12,8,12,3,50
12,12,12,7,4,50
12,12,3,8,10,50
12,10,8,6,4,50
7,12,6,12,10,50
12,10,12,8,4,50
12,10,12,3,10,50
8,12,10,8,5,50
12,12,5,8,6,50
12,12,5,3,12,50
12,6,8,10,8,50
10,12,6,12,4,50
12,8,10,4,10,50
12,10,6,8,10,50
7,12,8,8,12,50
12,12,3,10,3,50
12,7,8,12,12,50
10,12,8,7,6,50
10,10,10,10,10,50
12,8,8,6,7,50
12,10,7,5,8,50
10,12,3,10,12,50
10,12,12,4,12,50
10,10,8,8,6,50
12,12,5,5,5,50
10,10,12,10,6,50
8,8,12,10,12,50
10,12,10,3,8,50
10,10,12,5,12,50
8,10,6,12,8,50
10,12,4,8,8,50
12,5,12,10,5,50
12,7,7,10,7,50
8,7,12,12,10,50
10,12,3,12,5,50
12,5,12,8,12,50
10,10,7,7,10,50
12,10,10,12,8,50
10,10,12,7,5,50
7,12,4,12,10,50
10,6,12,12,12,50
10,12,5,8,7,50
12,6,7,8,12,50
12,12,10,6,12,50
12,5,7,10,10,50
12,12,8,5,8,50
10,5,12,12,7,50
7,12,12,12,8,50
12,10,10,7,12,50
8,12,8,12,7,50
8,12,7,10,7,50
12,10,8,6,8,50
12,12,10,5,4,50
10,4,12,12,12,50
12,12,10,8,5,50
12,10,10,6,4,50
10,12,6,12,8,50
12,12,12,12,7,50
12,12,3,10,7,50
10,12,8,12,4,50
10,12,8,7,10,50
8,12,3,12,12,50
12,8,7,7,7,50
10,10,8,8,10,50
12,12,4,6,5,50
10,12,10,3,12,50
12,8,6,7,8,50
8,10,6,12,12,50
12,12,7,12,12,50
12,7,12,7,5,50
10,10,10,4,12,50
12,7,12,10,6,50
7,8,12,10,10,50
10,10,12,4,8,50
10,10,8,10,3,50
8,12,12,10,6,50
12,3,8,12,10,50
12,5,10,12,6,50
12,10,10,12,12,50
12,7,6,10,12,50
12,5,10,7,12,50
12,10,7,12,4,50
12,5,12,7,8,50
12,7,7,12,4,50
12,7,7,7,10,50
6,12,10,12,12,50
12,8,10,8,5,50
12,10,6,12,5,50
12,12,8,5,12,50
7,12,12,12,12,50
12,12,12,6,3,50
12,10,8,6,12,50
12,7,8,6,12,50
7,12,8,12,5,50
10,12,6,12,12,50
12,12,8,7,5,50
7,10,12,12,4,50
12,12,7,3,7,50
12,10,8,8,5,50
10,12,12,8,5,50
8,10,8,10,10,50
8,12,10,10,6,50
12,8,12,7,6,50
10,12,6,6,10,50
6,12,12,12,8,50
12,10,10,3,7,50
8,10,10,10,6,50
10,12,5,10,7,50
12,8,6,7,12,50
10,6,8,10,12,50
12,10,12,10,10,50
12,6,7,12,7,50
10,12,7,10,3,50
12,6,6,8,12,50
8,12,10,5,10,50
12,7,12,10,10,50
10,10,8,10,7,50
12,7,10,8,6,50
7,10,6,12,10,50
12,10,5,3,12,50
12,10,7,12,8,50
12,3,10,12,10,50
12,10,12,12,3,50
12,12,5,12,5,50
10,12,8,6,6,50
10,10,12,12,12,50
12,12,12,6,7,50
10,10,3,10,12,50
10,12,10,10,6,50
8,12,4,12,8,50
8,10,5,12,12,50
12,6,12,8,12,50
12,12,6,5,5,50
7,12,10,12,5,50
8,12,6,8,10,50
12,12,7,6,12,50
12,12,6,8,6,50
12,12,6,3,12,50
12,8,12,7,10,50
12,12,5,4,8,50
10,12,10,7,5,50
6,12,12,12,12,50
12,8,10,5,6,50
8,10,10,10,10,50
12,10,6,4,12,50
10,10,10,8,5,50
12,12,7,5,4,50
12,4,12,8,8,50
6,10,10,12,8,50
12,8,5,10,7,50
8,10,8,12,7,50
10,12,4,10,12,50
7,12,5,12,10,50
12,7,10,8,10,50
6,12,6,10,12,50
6,12,10,6,12,50
12,12,4,3,12,50
10,12,5,12,4,50
10,12,5,7,10,50
10,8,10,8,8,50
12,7,3,10,12,50
12,10,12,12,7,50
12,7,8,10,7,50
10,12,8,6,10,50
10,12,7,7,6,50
12,12,10,12,4,50
12,10,10,10,3,50
12,7,10,10,3,50
10,10,8,7,10,50
8,12,10,12,6,50
12,8,8,10,10,50
12,12,4,10,4,50
12,12,8,6,4,50
8,12,4,12,12,50
12,8,10,10,6,50
12,10,12,6,3,50
12,10,5,10,8,50
12,12,12,3,10,50
12,6,10,6,12,50
12,10,12,4,10,50
12,12,6,8,10,50
12,12,5,4,12,50
6,8,12,12,10,50
12,8,10,5,10,50
7,12,7,10,8,50
10,8,8,12,12,50
12,12,7,5,8,50
12,10,4,8,6,50
12,10,4,3,12,50
7,10,8,10,12,50
6,10,10,12,12,50
8,12,6,10,7,50
12,10,7,6,8,50
12,8,8,7,7,50
10,12,12,10,6,50
10,10,5,12,10,50
10,12,12,5,12,50
12,12,5,6,5,50
7,10,10,10,8,50
10,12,10,4,8,50
10,10,12,6,12,50
12,7,8,7,10,50
10,10,10,5,8,50
10,12,12,4,4,50
10,8,10,8,12,50
5,12,7,12,10,50
10,12,7,7,10,50
10,10,4,10,8,50
12,12,10,12,8,50
12,10,10,10,7,50
12,3,12,12,5,50
5,12,10,12,10,50
12,7,10,10,7,50
10,10,7,8,10,50
12,8,12,8,4,50
12,10,8,12,4,50
8,12,10,12,10,50
10,7,12,5,12,50
4,12,10,12,10,50
12,8,6,8,10,50
12,12,4,10,8,50
12,12,8,6,8,50
12,10,5,10,12,50
12,8,5,12,7,50
12,4,12,12,3,50
12,12,10,6,4,50
8,10,7,12,7,50
12,10,10,7,4,50
7,12,12,7,6,50
10,8,12,10,6,50
12,12,4,7,7,50
12,12,3,3,12,50
7,12,7,10,12,50
7,12,6,12,6,50
12,10,5,12,5,50
12,10,12,3,6,50
12,10,3,4,12,50
12,12,10,3,3,50
10,12,6,7,6,50
7,10,10,10,12,50
10,12,10,4,12,50
7,12,7,12,5,50
10,10,10,10,6,50
12,7,12,8,5,50
10,10,10,5,12,50
10,12,12,4,8,50
10,12,8,10,3,50
12,12,6,10,12,50
12,8,4,8,10,50
12,12,10,12,12,50
12,8,10,12,6,50
10,10,12,5,8,50
8,12,12,6,12,50
12,12,7,12,4,50
12,12,7,7,10,50
12,5,10,8,12,50
8,10,12,12,6,50
8,10,12,7,12,50
12,8,12,8,8,50
12,10,8,12,8,50
12,10,6,10,4,50
12,12,6,12,5,50
12,5,12,8,8,50
12,7,7,8,10,50
12,12,4,10,12,50
12,12,8,6,12,50
8,12,12,8,5,50
12,4,12,12,7,50
8,12,6,12,7,50
12,8,12,5,7,50
12,10,7,10,3,50
6,12,10,12,4,50
8,8,12,12,6,50
7,12,12,12,4,50
7,12,12,7,10,50
10,8,12,10,10,50
8,12,5,12,8,50
12,8,6,10,7,50
12,12,4,12,5,50
8,8,6,12,12,50
10,5,12,10,10,50
7,10,12,8,10,50
8,12,8,10,10,50
8,12,7,8,10,50
10,8,10,12,7,50
10,4,12,12,8,50
6,12,12,10,7,50
12,12,10,3,7,50
10,7,12,12,8,50
12,12,12,12,3,50
10,12,6,7,10,50
12,4,7,12,12,50
8,12,10,6,12,50
4,12,12,12,10,50
12,8,7,10,6,50
12,10,10,4,7,50
10,8,12,12,3,50
10,10,7,12,5,50
10,10,6,8,10,50
12,12,12,10,10,50
8,10,10,6,12,50
8,12,3,12,8,50
10,12,8,10,7,50
8,10,4,12,12,50
12,8,10,12,10,50
12,12,12,4,8,50
10,8,5,12,12,50
6,12,7,10,12,50
12,12,4,4,8,50
12,12,7,12,8,50
7,7,12,12,12,50
12,10,4,10,12,50
8,10,12,12,10,50
12,10,5,4,12,50
10,8,7,12,8,50
12,8,12,8,12,50
12,10,8,12,12,50
12,7,4,10,12,50
12,7,12,5,8,50
10,12,12,12,12,50
12,10,6,10,8,50
12,7,6,10,8,50
12,8,8,8,5,50
12,10,4,12,5,50
10,12,12,6,10,50
10,7,10,12,8,50
12,8,12,10,5,50
12,12,5,7,3,50
12,10,7,10,7,50
10,10,12,12,4,50
6,12,10,12,8,50
8,8,12,12,10,50
8,12,5,12,12,50
8,12,12,5,8,50
12,12,6,6,5,50
12,6,5,12,7,50
12,8,4,10,10,50
10,7,12,12,12,50
12,10,6,7,5,50
12,12,6,4,12,50
10,8,8,10,7,50
12,8,7,10,10,50
10,8,12,12,7,50
12,6,12,8,4,50
8,12,8,4,12,50
8,6,12,10,12,50
12,6,7,10,10,50
12,12,7,6,4,50
7,10,12,10,7,50
10,12,12,3,7,50
7,12,10,10,4,50
12,5,7,12,8,50
6,12,12,12,4,50
6,12,12,7,10,50
10,12,5,10,3,50
12,12,12,4,12,50
12,12,4,4,12,50
10,10,6,10,7,50
12,10,12,10,6,50
12,10,12,5,12,50
10,8,7,12,12,50
12,12,10,10,3,50
12,7,12,5,12,50
12,10,6,10,12,50
7,10,7,10,12,50
10,12,7,8,6,50
10,12,7,3,12,50
12,12,3,12,5,50
10,10,10,12,12,50
12,10,12,7,5,50
10,7,10,12,12,50
12,12,5,7,7,50
12,8,7,12,6,50
10,10,12,12,8,50
12,12,5,10,8,50
12,6,8,12,10,50
12,8,10,6,12,50
12,4,8,12,8,50
8,12,12,5,12,50
12,6,10,12,6,50
12,6,10,7,12,50
8,10,12,6,12,50
4,10,12,12,12,50
12,10,7,7,10,50
12,6,12,8,8,50
7,12,8,10,12,50
12,8,5,8,10,50
12,12,7,6,8,50
12,10,4,4,12,50
10,8,6,12,8,50
12,12,6,3,8,50
7,12,10,10,8,50
12,8,4,12,7,50
12,5,7,12,12,50
12,5,12,12,7,50
10,8,8,12,4,50
12,6,12,3,12,50
10,10,3,12,6,50
10,12,10,5,8,50
7,12,12,6,10,50
12,8,12,12,5,50
12,7,8,8,10,50
10,12,4,10,8,50
12,12,10,10,7,50
7,10,12,7,10,50
10,12,12,5,4,50
10,7,12,8,7,50
10,12,7,8,10,50
12,7,10,3,12,50
10,10,12,6,4,50
12,10,8,10,3,50
12,12,8,12,4,50
10,10,6,7,10,50
5,12,12,8,12,50
12,12,10,7,6,50
12,8,7,12,10,50
12,6,12,10,4,50
10,7,8,10,12,50
12,12,5,10,12,50
12,10,10,8,6,50
10,6,12,8,10,50
12,6,6,10,10,50
12,4,8,12,12,50
8,12,10,7,8,50
8,12,7,12,7,50
12,7,12,12,8,50
12,8,8,10,6,50
4,12,12,8,12,50
12,6,10,12,10,50
12,8,8,5,12,50
12,10,3,10,8,50
7,8,12,12,12,50
10,10,8,12,5,50
12,6,8,6,12,50
7,12,12,8,6,50
12,10,5,10,4,50
8,8,10,12,7,50
12,12,12,3,6,50
12,10,5,5,10,50
12,12,4,8,7,50
7,12,6,8,12,50
10,12,8,8,4,50
12,10,12,4,6,50
10,8,6,12,12,50
7,12,10,10,12,50
12,12,10,4,3,50
12,12,12,8,5,50
10,8,8,12,8,50
10,10,3,12,10,50
10,12,10,5,12,50
10,6,10,12,6,50
10,10,5,12,6,50
10,12,12,5,8,50
10,10,5,7,12,50
10,10,12,6,8,50
8,12,12,12,6,50
8,12,12,7,12,50
12,10,8,10,7,50
12,12,8,12,8,50
12,3,12,10,10,50
12,12,6,10,4,50
8,7,8,12,12,50
12,4,10,10,10,50
12,12,10,7,10,50
12,6,12,10,8,50
12,10,10,8,10,50
12,4,12,10,6,50
12,10,8,7,6,50
12,12,7,10,3,50
8,12,10,7,12,50
8,10,7,10,10,50
12,7,12,12,12,50
8,10,12,10,5,50
12,8,7,6,12,50
12,10,3,10,12,50
12,8,12,6,7,50
6,12,10,8,10,50
7,12,12,8,10,50
12,8,5,12,3,50
10,8,10,10,6,50
10,6,12,10,7,50
12,6,6,12,7,50
10,12,8,8,8,50
12,10,3,12,5,50
12,12,10,4,7,50
10,12,7,12,5,50
6,10,12,12,7,50
7,12,12,10,3,50
10,12,6,10,5,50
10,6,10,12,10,50
12,8,8,12,8,50
10,12,8,3,12,50
12,5,8,12,8,50
8,12,12,12,10,50
12,12,8,12,12,50
12,7,5,12,6,50
6,10,7,12,12,50
12,12,6,10,8,50
5,12,12,12,5,50
12,7,12,6,8,50
8,12,12,6,8,50
12,6,12,10,12,50
10,12,10,12,8,50
12,12,7,7,6,50
12,10,4,10,4,50
12,4,12,10,10,50
8,10,12,7,8,50
10,7,10,10,7,50
12,8,12,3,10,50
12,10,8,7,10,50
12,10,7,8,6,50
12,12,7,10,7,50
10,12,12,12,4,50
12,12,6,7,7,50
12,12,5,8,3,50
12,4,10,12,7,50
12,10,6,8,7,50
12,6,12,12,5,50
12,12,7,4,5,50
10,8,10,10,10,50
6,12,12,8,10,50
8,10,10,12,12,50
10,12,8,8,12,50
10,10,4,12,6,50
12,7,10,12,5,50
6,12,10,10,7,50
12,12,8,3,7,50
7,12,12,10,7,50
8,12,8,10,6,50
12,4,5,12,12,50
8,12,8,5,12,50
12,10,8,4,7,50
10,8,10,12,3,50
12,8,8,12,12,50
10,7,12,12,4,50
8,12,10,6,8,50
10,12,7,6,7,50
12,5,8,12,12,50
12,12,8,8,6,50
6,12,8,12,10,50
12,12,12,10,6,50
12,12,12,5,12,50
8,7,10,12,12,50
12,7,5,12,10,50
12,10,12,6,12,50
7,7,10,12,12,50
12,7,12,6,12,50
12,12,12,4,4,50
10,8,5,12,8,50
10,12,10,12,12,50
12,10,4,10,8,50
12,12,12,7,5,50
12,10,12,5,4,50
12,10,7,8,10,50
10,12,12,12,8,50
12,10,12,8,5,50
12,12,5,8,7,50
10,12,10,6,10,50
10,10,10,12,4,50
10,10,10,7,10,50
12,6,10,10,5,50
12,10,4,7,7,50
12,12,3,10,4,50
10,12,12,6,6,50
12,8,10,7,12,50
10,7,10,12,4,50
10,10,4,12,10,50
12,8,8,6,8,50
8,8,12,7,12,50
12,6,10,8,12,50
12,6,12,6,7,50
12,12,5,5,6,50
10,12,10,8,3,50
10,10,12,10,7,50
12,5,10,10,10,50
12,10,6,5,10,50
7,12,10,8,7,50
12,5,12,10,6,50
12,5,12,5,12,50
12,12,6,4,8,50
12,6,5,10,10,50
10,12,3,12,6,50
12,12,8,8,10,50
8,12,12,10,3,50
12,8,7,5,12,50
10,8,8,8,10,50
12,5,10,12,3,50
10,12,5,8,8,50
10,10,7,10,12,50
10,5,10,12,12,50
12,12,8,10,3,50
12,7,10,4,12,50
10,5,12,12,8,50
12,10,12,5,8,50
12,12,10,5,5,50
12,12,10,8,6,50
12,10,10,6,5,50
12,12,3,7,7,50
5,10,12,10,12,50
10,10,10,12,8,50
12,12,3,10,8,50
12,10,3,8,7,50
10,12,8,12,5,50
12,8,8,6,12,50
12,8,7,7,8,50
8,12,10,10,3,50
12,12,5,10,4,50
12,12,5,5,10,50
12,12,4,6,6,50
12,6,8,12,6,50
10,12,10,8,7,50
12,6,8,7,12,50
12,8,10,6,8,50
12,8,6,12,3,50
12,10,5,6,10,50
12,7,4,12,10,50
12,6,10,7,8,50
12,5,12,10,10,50
12,7,7,10,12,50
12,10,7,7,6,50
12,7,6,12,6,50
10,12,3,12,10,50
10,10,8,10,4,50
8,12,12,10,7,50
6,10,8,12,12,50
7,12,8,10,8,50
12,5,10,12,7,50
10,10,12,7,10,50
10,12,5,8,12,50
12,10,7,12,5,50
12,3,10,12,7,50
10,10,10,6,6,50
12,5,12,12,3,50
10,10,5,8,12,50
12,7,7,12,5,50
12,12,8,10,7,50
10,12,10,5,4,50
10,5,12,12,12,50
8,12,8,12,12,50
8,12,7,10,12,50
5,12,8,12,10,50
12,12,8,4,5,50
12,12,10,8,10,50
8,12,12,7,4,50
8,6,12,12,10,50
10,7,12,6,10,50
12,12,12,12,12,50
5,12,10,8,12,50
12,12,8,7,6,50
12,10,8,5,5,50
7,10,12,12,5,50
10,7,6,10,12,50
12,12,3,10,12,50
12,8,12,4,6,50
12,10,8,8,6,50
12,8,7,7,12,50
12,4,6,12,12,50
8,12,10,10,7,50
12,8,12,7,7,50
12,12,4,6,10,50
12,10,10,3,8,50
10,10,6,12,5,50
8,10,10,10,7,50
12,8,6,12,7,50
12,12,3,4,10,50
8,12,7,12,3,50
12,7,12,12,4,50
12,7,12,7,10,50
7,8,12,12,8,50
7,10,7,12,10,50
10,12,7,10,4,50
12,7,6,12,10,50
10,8,12,6,8,50
10,10,8,10,8,50
12,12,4,8,3,50
12,10,5,8,7,50
8,8,10,10,10,50
10,10,10,6,10,50
10,12,3,6,12,50
10,12,8,6,7,50
12,7,12,4,7,50
8,10,12,8,10,50
10,12,10,10,7,50
8,12,12,7,8,50
12,8,10,10,3,50
12,12,8,7,10,50
12,12,7,8,6,50
12,12,7,3,12,50
12,12,6,5,6,50
7,12,10,12,6,50
12,8,12,4,10,50
12,10,8,8,10,50
12,10,7,4,12,50
12,8,3,12,5,50
12,12,6,8,7,50
12,10,6,6,6,50
12,6,12,5,10,50
6,10,12,10,12,50
12,10,10,3,12,50
8,12,8,8,7,50
12,8,10,5,7,50
10,12,5,10,12,50
10,12,4,12,6,50
12,12,7,5,5,50
10,12,4,7,12,50
12,8,12,6,3,50
10,12,7,10,8,50
12,10,7,6,5,50
10,12,12,10,3,50
8,10,8,12,8,50
10,12,6,8,8,50
7,12,12,3,12,50
10,8,12,6,12,50
10,10,8,10,12,50
12,10,10,5,5,50
8,10,10,12,4,50
10,12,5,12,5,50
8,10,10,7,10,50
5,12,12,10,10,50
12,10,12,12,8,50
10,6,8,12,10,50
12,12,5,12,10,50
10,12,7,7,7,50
10,8,12,8,5,50
12,5,6,12,8,50
5,12,10,12,7,50
12,7,10,10,4,50
10,10,7,8,7,50
12,12,12,6,12,50
12,12,4,5,6,50
12,8,8,12,4,50
8,12,10,12,7,50
12,12,12,5,4,50
12,8,10,10,7,50
12,12,7,8,10,50
12,10,12,6,4,50
12,12,6,5,10,50
7,12,10,12,10,50
12,10,6,6,10,50
10,12,10,12,4,50
10,12,10,7,10,50
10,10,10,8,10,50
10,12,4,12,10,50
12,10,4,8,7,50
10,12,12,7,6,50
12,12,6,7,3,50
12,8,5,10,12,50
10,12,7,10,12,50
8,12,6,10,8,50
12,8,8,7,8,50
10,12,12,10,7,50
10,10,12,8,6,50
8,8,12,8,12,50
8,10,8,12,12,50
10,10,12,3,12,50
12,6,12,7,7,50
10,12,6,8,12,50
12,12,5,6,6,50
12,8,10,7,4,50
8,10,10,12,8,50
12,7,8,12,5,50
10,10,10,10,3,50
10,12,12,4,5,50
12,10,12,12,12,50
12,7,10,7,7,50
12,10,10,10,8,50
10,10,12,5,5,50
12,3,12,12,6,50
12,5,6,12,12,50
12,7,10,10,8,50
6,12,6,12,10,50
12,12,4,5,10,50
6,12,8,12,6,50
12,7,3,12,10,50
10,8,10,5,12,50
10,7,12,10,7,50
12,12,12,5,8,50
10,12,7,4,10,50
10,6,12,12,5,50
10,8,4,10,12,50
12,7,5,7,12,50
12,10,12,6,8,50
12,12,10,6,5,50
12,10,10,7,5,50
12,12,3,8,7,50
10,7,7,10,12,50
7,12,6,12,7,50
12,10,5,12,6,50
10,12,12,7,10,50
12,10,12,3,7,50
12,12,10,3,4,50
10,12,10,6,6,50
8,12,6,10,12,50
12,8,8,7,12,50
10,10,12,8,10,50
12,12,5,6,10,50
8,10,6,10,12,50
10,10,10,7,6,50
12,8,10,7,8,50
7,12,7,12,6,50
12,10,5,7,10,50
10,10,10,10,7,50
12,6,10,8,8,50
12,10,4,5,10,50
7,10,8,12,10,50
10,12,8,10,4,50
7,12,10,6,12,50
10,10,12,10,3,50
12,5,10,10,6,50
12,10,7,3,12,50
12,10,10,10,12,50
12,8,10,12,7,50
12,7,6,8,12,50
12,3,12,12,10,50
7,10,10,12,6,50
12,6,12,4,10,50
12,7,10,10,12,50
12,12,7,12,5,50
8,10,12,12,7,50
8,7,12,12,7,50
10,12,4,6,12,50
12,10,10,12,5,50
10,10,4,7,12,50
10,8,12,5,12,50
10,10,7,10,8,50
10,5,10,12,8,50
8,12,6,12,8,50
10,7,5,12,10,50
6,12,10,12,5,50
8,10,7,12,12,50
12,12,8,5,5,50
7,12,12,12,5,50
8,12,8,12,4,50
10,7,12,7,10,50
12,8,6,10,8,50
12,12,4,12,6,50
12,10,8,6,5,50
12,10,5,12,10,50
8,12,10,8,6,50
8,12,10,3,12,50
12,12,10,3,8,50
10,12,6,12,5,50
12,12,12,12,4,50
8,12,4,8,12,50
12,8,6,5,12,50
12,8,7,10,7,50
12,10,10,4,8,50
10,8,12,12,4,50
6,12,5,12,10,50
12,12,3,5,10,50
7,12,7,12,10,50
10,12,8,7,7,50
12,7,12,8,10,50
12,10,3,6,10,50
10,10,8,8,7,50
10,12,8,10,8,50
7,10,10,12,10,50
12,7,4,12,6,50
12,10,12,10,3,50
12,7,7,10,8,50
12,7,12,10,3,50
10,12,3,7,12,50
12,12,6,12,10,50
5,12,6,12,12,50
10,10,12,7,6,50
10,10,3,8,12,50
8,12,12,8,10,50
12,4,12,12,12,50
8,12,6,12,12,50
12,8,12,10,6,50
10,10,12,12,5,50
8,12,8,12,8,50
12,6,3,12,12,50
12,8,6,10,12,50
12,12,4,12,10,50
8,12,7,10,8,50
12,12,6,6,6,50
12,6,5,12,8,50
8,12,10,8,10,50
10,8,10,12,12,50
6,12,12,10,12,50
12,12,10,3,12,50
12,10,6,7,6,50
12,12,12,12,8,50
12,10,10,4,12,50
10,8,12,12,8,50
12,10,8,3,8,50
12,12,7,6,5,50
7,10,12,10,8,50
12,8,12,7,3,50
10,12,6,6,7,50
6,12,7,12,10,50
10,12,8,10,12,50
6,12,12,12,5,50
10,12,5,10,4,50
10,12,5,5,10,50
12,7,12,7,6,50
10,10,6,10,8,50
12,10,12,10,7,50
8,10,10,8,10,50
12,6,7,12,4,50
10,12,8,4,10,50
10,12,4,10,5,50
12,7,12,10,7,50
10,10,8,5,10,50
10,12,7,8,7,50
5,10,12,12,10,50
12,12,3,12,6,50
10,6,10,8,12,50
12,8,8,8,10,50
12,10,4,12,10,50
12,8,12,10,10,50
12,12,5,7,8,50
12,10,7,10,12,50
12,8,10,8,6,50
12,10,6,12,6,50
12,12,12,6,4,50
12,7,6,7,12,50
8,10,12,8,6,50
12,12,6,6,10,50
12,8,8,10,3,50
12,6,5,12,12,50
12,6,10,12,7,50
10,12,10,10,3,50
7,12,8,12,6,50
12,10,6,7,10,50
7,12,8,7,12,50
10,8,8,10,12,50
12,12,7,3,8,50
10,8,12,12,12,50
12,12,12,3,3,50
6,10,10,10,12,50
12,10,8,3,12,50
12,10,7,4,8,50
7,10,12,10,12,50
10,12,12,8,6,50
12,10,12,4,3,50
10,12,12,3,12,50
12,12,6,8,3,50
12,8,4,12,8,50
6,10,12,10,8,50
12,8,3,10,8,50
10,8,8,12,5,50
10,12,5,10,8,50
10,12,4,7,8,50
8,12,8,6,10,50
10,8,10,6,12,50
10,10,6,10,12,50
12,8,12,12,6,50
12,6,7,12,8,50
10,12,7,5,10,50
12,12,10,10,8,50
10,12,12,5,5,50
7,12,5,12,7,50
10,7,12,8,8,50
5,12,10,10,10,50
12,7,10,8,7,50
10,10,7,6,10,50
10,10,12,6,5,50
12,12,3,12,10,50
10,12,5,7,7,50
12,10,8,10,4,50
12,10,12,12,4,50
12,7,8,10,4,50
12,10,12,7,10,50
12,12,5,12,6,50
12,12,5,7,12,50
6,12,8,8,12,50
12,8,10,8,10,50
12,10,6,12,10,50
10,10,8,7,7,50
12,12,12,6,8,50
12,7,5,8,12,50
8,12,10,12,3,50
12,8,8,10,7,50
10,10,8,12,6,50
7,12,8,12,10,50
10,7,8,12,6,50
12,10,5,10,5,50
12,10,4,6,10,50
8,8,10,12,8,50
12,12,12,3,7,50
10,12,12,8,10,50
12,10,12,4,7,50
12,8,4,12,12,50
10,12,10,7,6,50
12,5,12,12,12,50
12,8,3,10,12,50
8,12,5,8,12,50
10,10,10,8,6,50
10,10,10,3,12,50
12,12,3,6,6,50
12,8,12,12,10,50
12,8,5,10,8,50
12,6,7,12,12,50
10,10,5,12,7,50
10,10,4,8,12,50
12,12,10,10,12,50
10,10,12,3,8,50
10,7,12,8,12,50
7,12,10,7,12,50
10,12,10,4,5,50
12,5,10,6,12,50
8,12,12,12,7,50
7,10,10,8,12,50
12,10,8,10,8,50
12,7,8,10,8,50
12,12,10,12,5,50
12,10,10,10,4,50
8,12,12,6,5,50
12,7,10,5,10,50
12,4,12,10,7,50
8,12,7,12,12,50
10,10,8,12,10,50
